seed,valid,reason,y10,trust_radius,noadapt_triggered,noadapt_trigger_t,noadapt_fell,noadapt_t_surv,noadapt_frac_stable,noadapt_mean_J,noadapt_best_J,noadapt_n_windows,noadapt_win_to_good,noadapt_dist,noadapt_max_roll,noadapt_mean_vx,noadapt_windows,noadapt_params,oracle_triggered,oracle_trigger_t,oracle_fell,oracle_t_surv,oracle_frac_stable,oracle_mean_J,oracle_best_J,oracle_n_windows,oracle_win_to_good,oracle_dist,oracle_max_roll,oracle_mean_vx,oracle_windows,oracle_params,grid_triggered,grid_trigger_t,grid_fell,grid_t_surv,grid_frac_stable,grid_mean_J,grid_best_J,grid_n_windows,grid_win_to_good,grid_dist,grid_max_roll,grid_mean_vx,grid_windows,grid_params,bo_triggered,bo_trigger_t,bo_fell,bo_t_surv,bo_frac_stable,bo_mean_J,bo_best_J,bo_n_windows,bo_win_to_good,bo_dist,bo_max_roll,bo_mean_vx,bo_windows,bo_params,marxefe_triggered,marxefe_trigger_t,marxefe_fell,marxefe_t_surv,marxefe_frac_stable,marxefe_mean_J,marxefe_best_J,marxefe_n_windows,marxefe_win_to_good,marxefe_dist,marxefe_max_roll,marxefe_mean_vx,marxefe_windows,marxefe_params,marxefe_greedy_triggered,marxefe_greedy_trigger_t,marxefe_greedy_fell,marxefe_greedy_t_surv,marxefe_greedy_frac_stable,marxefe_greedy_mean_J,marxefe_greedy_best_J,marxefe_greedy_n_windows,marxefe_greedy_win_to_good,marxefe_greedy_dist,marxefe_greedy_max_roll,marxefe_greedy_mean_vx,marxefe_greedy_windows,marxefe_greedy_params,marxefe_noforget_triggered,marxefe_noforget_trigger_t,marxefe_noforget_fell,marxefe_noforget_t_surv,marxefe_noforget_frac_stable,marxefe_noforget_mean_J,marxefe_noforget_best_J,marxefe_noforget_n_windows,marxefe_noforget_win_to_good,marxefe_noforget_dist,marxefe_noforget_max_roll,marxefe_noforget_mean_vx,marxefe_noforget_windows,marxefe_noforget_params,marxefe_midprior_triggered,marxefe_midprior_trigger_t,marxefe_midprior_fell,marxefe_midprior_t_surv,marxefe_midprior_frac_stable,marxefe_midprior_mean_J,marxefe_midprior_best_J,marxefe_midprior_n_windows,marxefe_midprior_win_to_good,marxefe_midprior_dist,marxefe_midprior_max_roll,marxefe_midprior_mean_vx,marxefe_midprior_windows,marxefe_midprior_params,trigger_spread
0,1,,5.120135497794836,0.25,1,10.13,0,20.0,0.0,-0.1619357698345234,-0.10683629669267902,13,nan,8.956024702491476,11.50805326084702,0.4479396534082182,"[-0.177, -0.107, -0.124, -0.153, -0.141, -0.156, -0.157, -0.164, -0.15, -0.152, -0.181, -0.25, -0.193]","[[4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0]]",1,10.13,1,11.55,0.0,-0.5001780961413604,-0.10262902836210275,8,nan,4.462301392009285,37.839842136654525,0.3862517091420559,"[-0.332, -0.194, -0.174, -0.145, -0.103, -0.576, -0.478, -2.0]","[[12.0, 10.0, 25.0, 60.0, 0.438, 0.1, 0.5, 1.685], [12.0, 10.0, 25.0, 60.0, 0.438, 0.1, 0.5, 1.685], [12.0, 10.0, 25.0, 60.0, 0.438, 0.1, 0.5, 1.685], [12.0, 10.0, 25.0, 60.0, 0.438, 0.1, 0.5, 1.685], [12.0, 10.0, 25.0, 60.0, 0.438, 0.1, 0.5, 1.685], [12.0, 10.0, 25.0, 60.0, 0.438, 0.1, 0.5, 1.685], [12.0, 10.0, 25.0, 60.0, 0.438, 0.1, 0.5, 1.685], [12.0, 10.0, 25.0, 60.0, 0.438, 0.1, 0.5, 1.685]]",1,10.13,1,17.19,0.0,-0.35429674444125264,-0.05701639785900925,12,nan,7.9565385901706955,15.370591315817007,0.4627504044095121,"[-0.177, -0.107, -0.069, -0.267, -0.096, -0.132, -0.057, -0.114, -0.189, -0.35, -0.694, -2.0]","[[4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0738, 14.7397, 24.646, 54.6657, 0.4511, 0.1147, 0.6023, 9.8558], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.2018, 14.8474, 24.6592, 59.4528, 0.4545, 0.1371, 0.5337, 8.8331], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [5.2543, 10.6019, 24.4551, 54.4735, 0.398, 0.1311, 0.6217, 9.0855], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [5.8245, 11.8252, 22.0705, 59.8659, 0.3916, 0.1384, 0.5963, 8.4381], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [5.9645, 11.3137, 22.2153, 54.899, 0.4218, 0.1265, 0.549, 9.4448], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0]]",1,10.13,1,17.6,0.0,-0.33758033362967116,-0.06399864417022738,12,nan,7.936197438979414,14.218235367141972,0.45082145398366186,"[-0.177, -0.107, -0.064, -0.129, -0.097, -0.131, -0.143, -0.125, -0.107, -0.26, -0.711, -2.0]","[[4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [5.0536, 14.6588, 21.3387, 57.2561, 0.4645, 0.1098, 0.5065, 7.5572], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [5.1317, 14.3118, 22.106, 54.7805, 0.4887, 0.1389, 0.6009, 7.6815], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [5.5561, 10.1718, 24.9074, 52.3716, 0.4988, 0.112, 0.5188, 9.6782], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [5.2185, 15.165, 21.25, 59.8483, 0.4159, 0.112, 0.5, 7.525], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.6045, 14.9539, 21.25, 51.3797, 0.5, 0.1, 0.5, 7.525], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0]]",1,10.13,0,20.0,0.0,-0.1748485529194588,-0.11972752660144603,13,nan,8.904044438505426,12.437025178843637,0.4453406402089162,"[-0.164, -0.12, -0.135, -0.141, -0.142, -0.314, -0.203, -0.152, -0.244, -0.184, -0.154, -0.157, -0.165]","[[4.0001, 11.2887, 24.7234, 58.3937, 0.4998, 0.1001, 0.5002, 9.9427], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0001, 11.3876, 24.9398, 57.8008, 0.4999, 0.1001, 0.5001, 9.9503], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0002, 11.6323, 24.7889, 57.7866, 0.4999, 0.1001, 0.5001, 9.9922], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0002, 11.1877, 24.9998, 57.6852, 0.4999, 0.1001, 0.5001, 9.9899], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0005, 11.406, 24.9997, 57.5647, 0.4999, 0.1001, 0.5001, 9.9277], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0006, 11.1704, 24.9583, 57.6678, 0.4999, 0.1001, 0.5001, 9.9554], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0, 11.2962, 24.886, 57.909, 0.4999, 0.1001, 0.5001, 9.9385], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0]]",1,10.13,0,20.0,0.0,-0.1752683268431522,-0.13507648157826446,13,nan,8.930896079676188,11.854429463190382,0.4466832222674542,"[-0.178, -0.189, -0.211, -0.203, -0.135, -0.144, -0.161, -0.135, -0.187, -0.142, -0.14, -0.21, -0.243]","[[4.0002, 11.3432, 24.8428, 58.0017, 0.4999, 0.1001, 0.5001, 9.9725], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0002, 11.3339, 24.8223, 58.0663, 0.4998, 0.1001, 0.5002, 9.9683], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0004, 11.3303, 24.8145, 58.0782, 0.4998, 0.1001, 0.5002, 9.9716], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0004, 11.3305, 24.8149, 58.0423, 0.4998, 0.1001, 0.5002, 9.9884], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0014, 11.3353, 24.8255, 58.0298, 0.4998, 0.1001, 0.5002, 9.9778], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0003, 11.3231, 24.7989, 58.1626, 0.4998, 0.1001, 0.5002, 9.9727], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0, 11.331, 24.8165, 58.8295, 0.4998, 0.1001, 0.5002, 9.9594], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0]]",1,10.13,0,20.0,0.0,-0.1680367024180764,-0.11032038231990038,13,nan,9.027912427933199,12.071666633063147,0.4515340396803033,"[-0.186, -0.127, -0.117, -0.11, -0.136, -0.125, -0.189, -0.272, -0.189, -0.162, -0.205, -0.157, -0.209]","[[4.0003, 11.3609, 24.8814, 57.8809, 0.4999, 0.1001, 0.5001, 9.98], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0008, 12.1059, 24.6058, 57.7414, 0.4998, 0.1001, 0.5002, 9.9784], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0103, 11.7469, 25.0, 57.1336, 0.4998, 0.1001, 0.5002, 9.3126], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.589, 10.9792, 24.9999, 57.1106, 0.4998, 0.1001, 0.5002, 9.9954], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0, 10.4065, 25.0, 56.1293, 0.4999, 0.1001, 0.5001, 10.0], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0, 10.0, 25.0, 57.6664, 0.4999, 0.1001, 0.5002, 10.0], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.1942, 10.3384, 25.0, 59.4198, 0.4999, 0.1001, 0.5002, 9.0719], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0]]",1,10.13,1,6.87,0.0,-0.6482834840155809,-0.04386479918023478,5,nan,2.533867836710038,19.701987708778066,0.3686971224393807,"[-0.044, -0.079, -0.116, -1.003, -2.0]","[[4.115, 10.1267, 21.25, 51.25, 0.3875, 0.1625, 0.625, 8.1741], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [5.4678, 10.9562, 21.25, 51.2529, 0.3875, 0.1625, 0.625, 7.525], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [6.0, 11.491, 21.25, 51.25, 0.3875, 0.1625, 0.625, 7.525]]",0
1,1,,5.140617001320933,0.25,1,10.26,1,19.02,0.0,-0.42842799848423074,-0.13098986696671955,13,nan,7.26107496087379,24.86320254604233,0.38175502156817853,"[-0.478, -0.443, -0.235, -0.131, -0.145, -0.178, -0.195, -0.214, -0.216, -0.201, -0.467, -0.665, -2.0]","[[4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0]]",1,10.26,0,20.0,0.0,-0.21469028985215755,-0.08474515059587318,13,nan,8.76585042718228,28.319525724823503,0.43847867633754656,"[-0.303, -0.263, -0.085, -0.181, -0.111, -0.112, -0.121, -0.099, -0.148, -0.153, -0.167, -0.221, -0.827]","[[12.0, 10.0, 25.0, 60.0, 0.438, 0.1, 0.5, 1.685], [12.0, 10.0, 25.0, 60.0, 0.438, 0.1, 0.5, 1.685], [12.0, 10.0, 25.0, 60.0, 0.438, 0.1, 0.5, 1.685], [12.0, 10.0, 25.0, 60.0, 0.438, 0.1, 0.5, 1.685], [12.0, 10.0, 25.0, 60.0, 0.438, 0.1, 0.5, 1.685], [12.0, 10.0, 25.0, 60.0, 0.438, 0.1, 0.5, 1.685], [12.0, 10.0, 25.0, 60.0, 0.438, 0.1, 0.5, 1.685], [12.0, 10.0, 25.0, 60.0, 0.438, 0.1, 0.5, 1.685], [12.0, 10.0, 25.0, 60.0, 0.438, 0.1, 0.5, 1.685], [12.0, 10.0, 25.0, 60.0, 0.438, 0.1, 0.5, 1.685], [12.0, 10.0, 25.0, 60.0, 0.438, 0.1, 0.5, 1.685], [12.0, 10.0, 25.0, 60.0, 0.438, 0.1, 0.5, 1.685], [12.0, 10.0, 25.0, 60.0, 0.438, 0.1, 0.5, 1.685], [12.0, 10.0, 25.0, 60.0, 0.438, 0.1, 0.5, 1.685]]",1,10.26,1,8.35,0.0,-0.7035533724343978,-0.13746426561933522,6,nan,3.1182429049783416,16.858687854524728,0.37344090963480825,"[-0.478, -0.443, -0.137, -0.423, -0.74, -2.0]","[[4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.7965, 13.0707, 23.4681, 59.4601, 0.3922, 0.1416, 0.5394, 7.9732], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [5.2328, 12.4996, 23.784, 55.9616, 0.4731, 0.1188, 0.5834, 9.093], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0]]",1,10.26,1,11.05,0.0,-0.5238653793485744,-0.11599265444641671,8,nan,4.858466831270167,17.40751482645502,0.43961934275215475,"[-0.478, -0.443, -0.137, -0.116, -0.118, -0.419, -0.48, -2.0]","[[4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.1384, 14.1045, 24.8511, 54.8795, 0.4515, 0.121, 0.5711, 9.835], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [5.3388, 13.2482, 24.2797, 51.3147, 0.3881, 0.1452, 0.5849, 9.5584], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [5.087, 14.4248, 21.7444, 57.4358, 0.4047, 0.1529, 0.5198, 7.7282], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0]]",1,10.26,1,8.08,0.0,-0.8375026839687755,-0.47599090817369005,6,nan,2.25022600687664,18.662183162646667,0.2786092838622121,"[-0.476, -0.582, -0.479, -0.504, -0.983, -2.0]","[[4.0001, 11.2891, 24.7242, 58.391, 0.4998, 0.1001, 0.5002, 9.9429], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0001, 11.3883, 24.9413, 57.8084, 0.4999, 0.1001, 0.5001, 9.9452], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0009, 11.6078, 24.7928, 57.7613, 0.4999, 0.1001, 0.5001, 9.9997], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0]]",1,10.26,0,20.0,0.0,-0.18518441883536682,-0.13040066636495584,13,nan,8.946621427821233,13.786023276283158,0.44751722636949326,"[-0.466, -0.204, -0.13, -0.148, -0.144, -0.142, -0.178, -0.157, -0.151, -0.156, -0.155, -0.197, -0.179]","[[4.0002, 11.3432, 24.8428, 58.0017, 0.4999, 0.1001, 0.5001, 9.9725], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0002, 11.3345, 24.8237, 58.0617, 0.4998, 0.1001, 0.5002, 9.9686], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0003, 11.3429, 24.8421, 58.0057, 0.4998, 0.1001, 0.5002, 9.9717], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0009, 11.3353, 24.8254, 58.0365, 0.4998, 0.1001, 0.5002, 9.9763], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0, 11.3288, 24.8112, 58.118, 0.4998, 0.1001, 0.5002, 9.975], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0001, 11.3401, 24.8359, 58.0305, 0.4998, 0.1001, 0.5002, 9.971], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0001, 11.324, 24.8004, 58.2757, 0.4998, 0.1001, 0.5002, 9.955], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0]]",1,10.26,1,9.34,0.0,-0.7706169886243891,-0.34787615729211085,7,nan,2.690454829667819,13.832918003124403,0.28814737211085345,"[-0.466, -0.425, -0.473, -0.429, -0.348, -1.253, -2.0]","[[4.0004, 11.3628, 24.8857, 57.8676, 0.4999, 0.1001, 0.5001, 9.9807], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0011, 12.0867, 24.432, 58.1336, 0.4998, 0.1001, 0.5002, 9.9827], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.0001, 11.8947, 25.0, 57.1946, 0.4998, 0.1001, 0.5002, 9.4226], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [4.5853, 11.7435, 24.2015, 58.933, 0.4999, 0.1001, 0.5001, 9.6485]]",1,10.26,1,3.02,0.0,-1.5014560184752976,-0.6462380865247893,3,nan,0.8840214677758027,21.36064471456181,0.29298500572424235,"[-0.646, -1.858, -2.0]","[[4.1199, 10.1297, 21.25, 51.25, 0.3875, 0.1625, 0.625, 8.1714], [4.0, 11.415, 25.0, 60.0, 0.5, 0.1, 0.5, 10.0], [5.4045, 10.9143, 21.25, 51.2501, 0.3875, 0.1625, 0.625, 7.525]]",0
