optimizer,seed,trial,J,CoT,forwarddistance,lateraldrift,meanvx,fell,stabilityindex,rmsrolldeg,rmspitchdeg,opttimesec,simtimesec,totaltimesec,gc,gp,omegaswing,omegastance,mu,xofffront,xoffhind,sigmaN
BO_incline15,4,1,-50.0,1000.0,0.0008702217943768439,0.007672836405930186,0.0,1,1000.0,1000.0,1000.0,0.0,0.044219255447387695,0.044219255447387695,11.544448844578941,17.669913292215423,24.643655585615562,27.829260836346077,0.32331012439776335,0.19412164609431815,0.9009506034929036,1.827825379825882
BO_incline15,4,2,-50.0,1000.0,-0.00046007989142960327,0.0047561251897387125,0.0,1,1000.0,1000.0,1000.0,0.0,0.02518916130065918,0.02518916130065918,10.973082193501252,18.159121011452473,23.533226195739825,41.700373334372216,0.2437233249782359,0.29723667938608234,0.9920764999655607,3.760285347259045
BO_incline15,4,3,-50.0,1000.0,0.0005435252284255373,0.004743698307885347,0.0,1,1000.0,1000.0,1000.0,0.0,0.026342391967773438,0.026342391967773438,11.75146295452988,23.93539581648129,12.665388786429716,46.309806589559166,0.3671891355041341,0.3357009197822918,0.8328287084828767,1.4206179789717621
BO_incline15,4,4,-50.0,1000.0,0.0006082283040311359,0.004757550977991989,0.0,1,1000.0,1000.0,1000.0,0.0,0.023372650146484375,0.023372650146484375,7.982940790282996,17.404297509341724,17.503392840231186,58.550380013823656,0.20747182992001467,0.155942786694554,0.7610435011057238,6.447592147253779
BO_incline15,4,5,-50.0,1000.0,0.0005785909607073089,0.00477059881969318,0.0,1,1000.0,1000.0,1000.0,0.0,0.026934385299682617,0.026934385299682617,11.51285642739207,18.73023700970569,14.017500854373827,57.542114335782344,0.27127637807561444,0.26895021623338145,0.738019455237701,2.2481022615777517
BO_incline15,4,6,-50.0,1000.0,0.000600951358372837,0.00477072861840407,0.0,1,1000.0,1000.0,1000.0,2.899299383163452,0.04933285713195801,2.94863224029541,4.0,10.0,10.0,25.0,0.5,0.35,0.5,10.0
BO_incline15,4,7,-50.0,1000.0,0.0006806267967566711,0.004800109473279285,0.0,1,1000.0,1000.0,1000.0,1.8458995819091797,0.04730510711669922,1.893204689025879,4.0,25.0,25.0,25.0,0.05,0.35,0.5,0.1
BO_incline15,4,8,-50.0,1000.0,0.000651077980502698,0.0048019904104455845,0.0,1,1000.0,1000.0,1000.0,1.4555323123931885,0.03765511512756348,1.493187427520752,4.0,10.0,10.0,25.0,0.05,0.1,1.0,0.1
BO_incline15,4,9,-50.0,1000.0,0.000524956298508316,0.004747490004772217,0.0,1,1000.0,1000.0,1000.0,1.3665072917938232,0.05136251449584961,1.4178698062896729,12.0,25.0,10.0,25.0,0.05,0.1,0.5,10.0
BO_incline15,4,10,-50.0,1000.0,0.0006171064876972133,0.004796232166736543,0.0,1,1000.0,1000.0,1000.0,1.0990996360778809,0.035715341567993164,1.134814977645874,4.0,25.0,25.0,60.0,0.5,0.1,1.0,10.0
BO_incline15,4,11,-50.0,1000.0,0.0004965079378428558,0.004754800374370588,0.0,1,1000.0,1000.0,1000.0,0.4133913516998291,0.04362845420837402,0.4570198059082031,12.0,10.0,25.0,60.0,0.5,0.1,0.5,0.1
BO_incline15,4,12,-50.0,1000.0,0.0006106669683476649,0.0048012468773665105,0.0,1,1000.0,1000.0,1000.0,1.176443099975586,0.038323163986206055,1.214766263961792,12.0,10.0,25.0,60.0,0.05,0.35,1.0,10.0
BO_incline15,4,13,-50.0,1000.0,0.0005096549197258572,0.004746096779024621,0.0,1,1000.0,1000.0,1000.0,1.4185633659362793,0.032218217849731445,1.4507815837860107,4.0,25.0,10.0,60.0,0.05,0.1,0.5,0.1
BO_incline15,4,14,-50.0,1000.0,0.0006146787584199571,0.004802431232014348,0.0,1,1000.0,1000.0,1000.0,0.8664841651916504,0.054594993591308594,0.921079158782959,12.0,25.0,10.0,25.0,0.5,0.1,1.0,0.1
BO_incline15,4,15,-50.0,1000.0,0.000505562634612273,0.004746504147911043,0.0,1,1000.0,1000.0,1000.0,1.0435516834259033,0.028432846069335938,1.0719845294952393,4.0,25.0,10.0,60.0,0.05,0.35,1.0,10.0
BO_incline15,4,16,-50.0,1000.0,0.0005952515167116606,0.0047412735500608994,0.0,1,1000.0,1000.0,1000.0,1.032815933227539,0.03466057777404785,1.067476511001587,4.0,10.0,25.0,60.0,0.05,0.1,0.5,10.0
BO_incline15,4,17,-50.0,1000.0,0.0006038056003053063,0.004804588560056275,0.0,1,1000.0,1000.0,1000.0,1.1769146919250488,0.05230450630187988,1.2292191982269287,4.0,10.0,10.0,60.0,0.5,0.35,1.0,0.1
BO_incline15,4,18,-50.0,1000.0,0.0005830270114154801,0.004746624709361576,0.0,1,1000.0,1000.0,1000.0,1.3760223388671875,0.04685688018798828,1.4228792190551758,12.0,10.0,10.0,25.0,0.5,0.1,1.0,10.0
BO_incline15,4,19,-50.0,1000.0,0.00048576592477761097,0.004749969639836723,0.0,1,1000.0,1000.0,1000.0,1.0672540664672852,0.03634810447692871,1.1036021709442139,12.0,25.0,25.0,60.0,0.5,0.35,0.5,10.0
BO_incline15,4,20,-50.0,1000.0,0.0006642922653699122,0.004798033722305068,0.0,1,1000.0,1000.0,1000.0,0.9532408714294434,0.043717384338378906,0.9969582557678223,4.0,25.0,25.0,25.0,0.5,0.35,1.0,10.0
