method,seed,event,fell,n_win,dur,J,J_pitch,J_roll,J_vy,mean_vx,const,V_old
grid,4,14,1,67,0.67,2.9446386641243043,0.3181339755289139,3.9152682526916642,,0.1645992489785752,-1.2887635640962742,-2.0
grid,4,15,1,857,8.57,-0.818620959167451,0.03775627281678273,0.4323863321120405,,0.47834224992311286,-1.2887635640962742,-2.0
noadapt,0,1,1,2,0.02,20.208786857681172,4.528985044199864,16.968565377577583,,-0.4862344082471025,-1.2887635640962742,-2.0
noadapt,0,2,1,174,1.74,0.6971534481963879,0.19097895198896875,1.7949380603036933,,0.19767277067420227,-1.2887635640962742,-2.0
noadapt,0,3,1,8,0.08,14.635736994978208,1.1017451439658752,14.822755415108608,,-0.7672570519363605,-1.2887635640962742,-2.0
noadapt,0,4,1,76,0.76,2.9773500330314784,0.24489410198639278,4.021219495141359,,-0.14516333715887705,-1.2887635640962742,-2.0
noadapt,0,5,1,32,0.32,7.135207226871599,0.5760313067595202,7.847939484208354,,0.07846140714990216,-1.2887635640962742,-2.0
noadapt,0,6,1,18,0.18,11.17819037619567,1.884805132552486,10.582148807739458,,-0.26449307813346606,-1.2887635640962742,-2.0
noadapt,0,7,1,82,0.8200000000000001,2.9657844658848944,0.41394430976386953,3.840603720217299,,-0.0605431464745291,-1.2887635640962742,-2.0
noadapt,0,8,1,23,0.23,7.810532490954,0.8902588272772435,8.209037227773031,,-0.14010852117593028,-1.2887635640962742,-2.0
noadapt,0,9,1,51,0.51,4.014533448755058,0.2721774097762516,5.031119603075081,,0.5764331190491996,-1.2887635640962742,-2.0
noadapt,0,10,1,302,3.02,0.10216336801803805,0.08632077593229594,1.3046061561820164,,0.1596967297619999,-1.2887635640962742,-2.0
noadapt,0,11,1,0,,,,,,,,-2.0
noadapt,0,12,1,33,0.33,6.362441789927072,0.7618158349441569,6.889389519079189,,-0.09015697251862534,-1.2887635640962742,-2.0
noadapt,0,13,1,323,3.23,-0.11065164349370482,0.07668943175704952,1.10142248884552,,0.35166026772793946,-1.2887635640962742,-2.0
noadapt,0,14,1,455,4.55,-0.4856501306400909,0.07958108628238647,0.7235323471737969,,0.22204008983670384,-1.2887635640962742,-2.0
noadapt,0,15,1,21,0.21,9.401930056087998,1.435385581685279,9.255308038498994,,0.11435725714433391,-1.2887635640962742,-2.0
noadapt,0,16,1,64,0.64,3.6497009836610887,0.5585607810847322,4.379903766672631,,0.47051541036714095,-1.2887635640962742,-2.0
noadapt,0,17,1,0,,,,,,,,-2.0
noadapt,0,18,1,105,1.05,2.084841817455872,0.2224026169541705,3.151202764597975,,0.08456274225525168,-1.2887635640962742,-2.0
noadapt,0,19,1,82,0.8200000000000001,2.9108910704825552,0.38158553769137193,3.818069096887457,,-0.1979283068119193,-1.2887635640962742,-2.0
noadapt,0,20,1,51,0.51,4.508029252227685,0.6818498176314524,5.114942998692507,,0.010183204735795703,-1.2887635640962742,-2.0
noadapt,0,21,1,333,3.33,-0.16771360672554447,0.0904676270794642,1.0305823302912656,,0.18203781014808382,-1.2887635640962742,-2.0
noadapt,0,22,1,26,0.26,7.474640835856603,0.6731579138788606,8.090246486074017,,-0.2235824243294363,-1.2887635640962742,-2.0
noadapt,0,23,1,396,3.96,-0.4151593506370955,0.02712020089346298,0.8464840125657157,,0.16844130552280234,-1.2887635640962742,-2.0
noadapt,0,24,1,25,0.25,7.4813885506586795,0.6721150104168734,8.09803710433808,,-0.17317404055432586,-1.2887635640962742,-2.0
noadapt,0,25,1,36,0.36,6.838465645619345,0.4757661466371991,7.6514630630784195,,-0.27652130763127064,-1.2887635640962742,-2.0
noadapt,0,26,1,67,0.67,3.5676815076896107,0.6256582657636772,4.230786806022207,,0.6448993021465075,-1.2887635640962742,-2.0
noadapt,0,27,1,12,0.12,13.40693104105072,2.211941342416974,12.483753262730021,,-0.3807021116397031,-1.2887635640962742,-2.0
noadapt,0,28,1,37,0.37,5.968207984083188,0.3752654392751319,6.88170610890433,,-0.33440986376559995,-1.2887635640962742,-2.0
noadapt,0,29,1,0,,,,,,,,-2.0
noadapt,0,30,1,329,3.29,-0.2610277281777216,0.10024762610829671,0.927488209810256,,0.24312647857113734,-1.2887635640962742,-2.0
noadapt,0,31,1,57,0.5700000000000001,3.6576204861349693,0.5164253330781193,4.429958717153124,,0.08509939376401925,-1.2887635640962742,-2.0
noadapt,0,32,1,0,,,,,,,,-2.0
noadapt,0,33,1,18,0.18,10.973581876716848,1.749701794208006,10.512643646605117,,-0.24640826668996998,-1.2887635640962742,-2.0
noadapt,0,34,1,19,0.19,9.599412714694001,1.3079752078649087,9.580201070925368,,-0.1963915115033228,-1.2887635640962742,-2.0
noadapt,0,35,1,24,0.24,9.02166159401997,1.5536208737536408,8.756804284362603,,0.10789666252548251,-1.2887635640962742,-2.0
noadapt,0,36,1,272,2.72,0.09521506896932497,0.11432455162536063,1.2696540814402386,,0.15795425074644,-1.2887635640962742,-2.0
noadapt,0,37,0,256,2.56,-1.1208323192735479,0.0037975172038309775,0.1641337276188954,,0.3731291486508766,-1.2887635640962742,-0.1545127091913463
noadapt,1,1,1,700,7.0,-0.6767167525359566,0.047898831751760206,0.5641479798085574,,0.23163637771751264,-1.2887635640962742,-2.0
noadapt,1,2,1,224,2.24,0.3641493334629833,0.13985299526864212,1.5130599022906155,,0.27149164866757103,-1.2887635640962742,-2.0
noadapt,1,3,1,85,0.85,2.409014605074579,0.4644666301115689,3.233311539059284,,0.4906915337883967,-1.2887635640962742,-2.0
noadapt,1,4,1,114,1.1400000000000001,1.4062838549194014,0.3127626986367023,2.382284720378973,,0.3160301686243353,-1.2887635640962742,-2.0
noadapt,1,5,1,168,1.68,0.9246805131661977,0.19793907310381925,2.0155050041586526,,0.27107843040293444,-1.2887635640962742,-2.0
noadapt,1,6,1,71,0.71,2.779260954076813,0.274291326949235,3.7937331912238523,,-0.13134978545406645,-1.2887635640962742,-2.0
noadapt,1,7,1,227,2.27,0.3178184607554526,0.1879957726156226,1.4185862522361044,,0.39730307492356226,-1.2887635640962742,-2.0
noadapt,1,8,1,39,0.39,6.511943242555867,0.6476066615139546,7.153100145138187,,-0.11078655403621486,-1.2887635640962742,-2.0
noadapt,1,9,1,213,2.13,0.3165025762692162,0.04804823552466559,1.5572179048408248,,0.2367856829019252,-1.2887635640962742,-2.0
noadapt,1,10,1,50,0.5,4.431892186692378,0.6429599533135146,5.077695797475138,,0.1548041522017935,-1.2887635640962742,-2.0
noadapt,1,11,1,50,0.5,5.083079282515449,0.8012633227212368,5.570579523890486,,0.06600795880343986,-1.2887635640962742,-2.0
noadapt,1,12,1,244,2.44,0.0950998326035124,0.16828927620826895,1.2155741204915178,,0.3183156010910338,-1.2887635640962742,-2.0
noadapt,1,13,1,248,2.48,0.08237961674249639,0.11304071227960792,1.2581024685591626,,0.2877581058372277,-1.2887635640962742,-2.0
noadapt,1,14,1,28,0.28,7.866200519721727,1.1845612371840046,7.970402846633997,,-0.022953974984001146,-1.2887635640962742,-2.0
noadapt,1,15,1,232,2.32,0.3235286208377761,0.08995840660805259,1.5223337783259978,,0.22016372028803102,-1.2887635640962742,-2.0
noadapt,1,16,1,23,0.23,8.990682433923112,1.5393181245325136,8.740127873486873,,-0.09086411139468473,-1.2887635640962742,-2.0
noadapt,1,17,1,56,0.56,4.274770202405844,0.5952105697674873,4.968323196734631,,0.0510446793305148,-1.2887635640962742,-2.0
