optimizer,seed,trial,J,CoT,forwarddistance,lateraldrift,meanvx,fell,stabilityindex,rmsrolldeg,rmspitchdeg,opttimesec,simtimesec,totaltimesec,gc,gp,omegaswing,omegastance,mu,xofffront,xoffhind,sigmaN
BO_decline10,1,1,-3.3863235304041344,6.773128733484108,1.771907175857435,1.53590193360856,0.32203639922208754,1,42.06859786119423,18.331462095943202,37.86455365420109,0.0,0.6125640869140625,0.6125640869140625,8.094572997602054,24.25695544488903,12.162394190794506,58.202730649803534,0.19032415340471848,0.2058316122431439,0.9138512969102208,4.151071450054697
BO_decline10,1,2,-0.7062136116415928,1.6380134163171927,2.9072701761497353,0.44666950246775006,1.0396100612119699,1,16.439083643300556,7.05629565521788,14.847631550438782,0.0,0.8048086166381836,0.8048086166381836,8.396749501384477,10.413386698646026,21.3026966301221,43.83501596267474,0.19837927242459147,0.29710717585710106,0.6515974146458225,4.5896291058584495
BO_decline10,1,3,-50.0,1000.0,0.3914108460669428,0.6651318390920826,0.0,1,1000.0,1000.0,1000.0,0.0,0.3569941520690918,0.3569941520690918,5.072333577977318,16.046694796706937,13.051828610142245,34.18096691546474,0.38766410268352364,0.17010218949650996,0.7425954872158176,9.809298278032262
BO_decline10,1,4,-0.6732458240059701,1.3464916480120976,2.9769195074361785,0.23307651424111403,2.0156408797213374,1,25.270739865835584,8.630080789055748,23.751463090536188,0.0,0.5108342170715332,0.5108342170715332,11.693257549310294,20.871849111603005,18.118402833211512,34.691192141587976,0.1222934039488071,0.3424813533040331,0.7580342927739394,1.2470695634606264
BO_decline10,1,5,-50.0,1000.0,1.0893670847389676,0.6464342038757909,0.0,1,1000.0,1000.0,1000.0,0.0,0.34529805183410645,0.34529805183410645,8.987918044300002,21.65024671513447,19.195049515795606,57.105419667681595,0.06781679449889129,0.2321473158150054,0.7296679414427019,0.7172608335837685
BO_decline10,1,6,-1.1123971152612737,2.3565571985389218,3.092263093579487,0.7532525332773857,1.0384659976722341,1,37.67197291328334,34.60399828828607,14.89096523545228,3.43825364112854,1.1401798725128174,4.578433513641357,11.278707302989318,11.622219739193605,21.486435759822513,31.852744603522268,0.1708246467758642,0.35,0.6772321637646457,3.011157428452695
BO_decline10,1,7,-2.7728722828502756,5.568192044227258,1.431969167910243,1.515658182795539,0.40746519435088324,1,50.64156771343971,41.7974516464115,28.592681167403523,4.702819585800171,0.7774646282196045,5.480284214019775,8.148377004419,25.0,10.0,33.73351287431691,0.18944483744851764,0.35,1.0,2.2028818952317493
BO_decline10,1,8,-50.0,1000.0,0.65784507899909,0.6068900681608275,0.0,1,1000.0,1000.0,1000.0,5.139221668243408,0.27687621116638184,5.41609787940979,12.0,25.0,10.0,42.32397629169269,0.15949007497665774,0.35,0.7102052337693787,10.0
BO_decline10,1,9,-50.0,1000.0,0.9233433687191132,0.6027151670630884,0.0,1,1000.0,1000.0,1000.0,2.9082109928131104,0.3011891841888428,3.209400177001953,12.0,25.0,10.0,40.00826488231325,0.3858624030221869,0.1,0.6321155048693254,3.7532572547354732
BO_decline10,1,10,-0.9177669989527086,1.8378665626182307,2.746556137833559,0.050402351029571406,1.9383767982493092,1,6.101213924549001,5.246650531961517,3.1140760344889715,3.7028636932373047,0.46936702728271484,4.1722307205200195,12.0,25.0,20.911468774070734,51.99302606429155,0.20668189564856593,0.326425291785579,0.6163435393385345,0.9635315423962341
