optimizer,seed,trial,J,CoT,forwarddistance,lateraldrift,meanvx,fell,stabilityindex,rmsrolldeg,rmspitchdeg,opttimesec,simtimesec,totaltimesec,gc,gp,omegaswing,omegastance,mu,xofffront,xoffhind,sigmaN
BO_decline10,4,1,-0.8052856665297039,1.6117034337174423,2.7924504386807047,0.1511265734689997,1.3798951798686196,1,10.477161832983917,8.114218323551098,6.627999779140199,0.0,0.7478935718536377,0.7478935718536377,11.544448844578941,17.669913292215423,24.643655585615562,27.829260836346077,0.32331012439776335,0.19412164609431815,0.9009506034929036,1.827825379825882
BO_decline10,4,2,-0.7169010731884948,1.4338021463769897,2.7886252634108533,0.15544371150794128,2.032955653578646,1,10.631724335256301,8.522435927153767,6.356229087158496,0.0,0.35405683517456055,0.35405683517456055,10.973082193501252,18.159121011452473,23.533226195739825,41.700373334372216,0.2437233249782359,0.29723667938608234,0.9920764999655607,3.760285347259045
BO_decline10,4,3,-0.9299864052298282,1.8600305253062575,2.9160179809159557,2.2864671240321477,1.2988816753421142,1,22.980171650709423,17.281695339483246,15.146989644459127,0.0,0.6173391342163086,0.6173391342163086,11.75146295452988,23.93539581648129,12.665388786429716,46.309806589559166,0.3671891355041341,0.3357009197822918,0.8328287084828767,1.4206179789717621
BO_decline10,4,4,-0.08046861351119262,0.1609373951740704,1.516385265707913,0.7644821932428769,0.398210427492299,1,65.38100689689638,27.24488540478682,59.43393207698819,0.0,0.36763858795166016,0.36763858795166016,7.982940790282996,17.404297509341724,17.503392840231186,58.550380013823656,0.20747182992001467,0.155942786694554,0.7610435011057238,6.447592147253779
BO_decline10,4,5,-0.7467270601230187,1.493477211388339,2.9854612240546112,1.4011922468276299,1.3093464171452736,1,26.562709356147913,15.469228618841516,21.593528990815802,0.0,0.5583317279815674,0.5583317279815674,11.51285642739207,18.73023700970569,14.017500854373827,57.542114335782344,0.27127637807561444,0.26895021623338145,0.738019455237701,2.2481022615777517
BO_decline10,4,6,-50.0,1000.0,0.8753257327715723,0.8649862167612684,-0.2844311063698035,1,72.51139029429407,15.180754057508956,70.90448807132641,4.747021675109863,1.1159329414367676,5.862954616546631,7.035961099309199,10.0,10.0,60.0,0.05,0.3185430062165038,0.5,10.0
BO_decline10,4,7,-50.0,1000.0,0.613261460523828,1.0008640467132435,-0.4318376530150836,1,68.44071625925585,1.5130647611528556,68.42398904703325,3.873852252960205,0.6729557514190674,4.5468080043792725,9.529311055700788,25.0,25.0,60.0,0.05,0.1,0.8028251370829526,0.1
BO_decline10,4,8,-0.40259074610785284,1.8837363105703377,2.840493266361246,0.09898134467840873,0.8003197510407564,1,12.25303663924826,5.2801764795345205,11.056972606809277,3.3503365516662598,1.023052453994751,4.373389005661011,4.0,25.0,12.604697842040721,60.0,0.3165672494241532,0.1,1.0,10.0
BO_decline10,4,9,-50.0,1000.0,0.561235539996579,0.634106437976954,0.0,1,1000.0,1000.0,1000.0,1.5145761966705322,0.4202539920806885,1.9348301887512207,5.804919781154998,10.0,25.0,25.0,0.49834454033972997,0.1,0.5,10.0
BO_decline10,4,10,-0.7262407694357167,1.4528083152710112,2.8853599325160384,0.12829756923609667,1.4532015879927802,1,10.734830497589728,9.186463082858852,5.5538708878811684,2.1749846935272217,0.8106379508972168,2.9856226444244385,4.0,25.0,24.529163615560925,25.0,0.2739821771636527,0.35,0.5,5.161563749187205
