optimizer,seed,trial,J,CoT,forwarddistance,lateraldrift,meanvx,fell,stabilityindex,rmsrolldeg,rmspitchdeg,opttimesec,simtimesec,totaltimesec,gc,gp,omegaswing,omegastance,mu,xofffront,xoffhind,sigmaN
BO_incline20,1,1,-50.0,1000.0,0.0009000414479973281,0.007672415928438821,0.0,1,1000.0,1000.0,1000.0,0.0,0.03340744972229004,0.03340744972229004,8.094572997602054,24.25695544488903,12.162394190794506,58.202730649803534,0.19032415340471848,0.2058316122431439,0.9138512969102208,4.151071450054697
BO_incline20,1,2,-50.0,1000.0,-0.00042932149008926147,0.004751544027990935,0.0,1,1000.0,1000.0,1000.0,0.0,0.025605440139770508,0.025605440139770508,8.396749501384477,10.413386698646026,21.3026966301221,43.83501596267474,0.19837927242459147,0.29710717585710106,0.6515974146458225,4.5896291058584495
BO_incline20,1,3,-50.0,1000.0,0.0006078627428860175,0.004785280384394297,0.0,1,1000.0,1000.0,1000.0,0.0,0.026028871536254883,0.026028871536254883,5.072333577977318,16.046694796706937,13.051828610142245,34.18096691546474,0.38766410268352364,0.17010218949650996,0.7425954872158176,9.809298278032262
BO_incline20,1,4,-50.0,1000.0,0.0005904328086621486,0.004775024296429773,0.0,1,1000.0,1000.0,1000.0,0.0,0.023844480514526367,0.023844480514526367,11.693257549310294,20.871849111603005,18.118402833211512,34.691192141587976,0.1222934039488071,0.3424813533040331,0.7580342927739394,1.2470695634606264
BO_incline20,1,5,-50.0,1000.0,0.0006081255109519982,0.0047661188726872165,0.0,1,1000.0,1000.0,1000.0,0.0,0.027810096740722656,0.027810096740722656,8.987918044300002,21.65024671513447,19.195049515795606,57.105419667681595,0.06781679449889129,0.2321473158150054,0.7296679414427019,0.7172608335837685
BO_incline20,1,6,-50.0,1000.0,0.0005957664782661083,0.004771626742901712,0.0,1,1000.0,1000.0,1000.0,2.198143482208252,0.08294153213500977,2.2810850143432617,12.0,10.0,25.0,25.0,0.5,0.1,1.0,0.1
BO_incline20,1,7,-50.0,1000.0,0.0005033471945481613,0.004747383675640138,0.0,1,1000.0,1000.0,1000.0,1.572268009185791,0.037796974182128906,1.61006498336792,12.0,25.0,25.0,60.0,0.5,0.1,0.5,10.0
BO_incline20,1,8,-50.0,1000.0,0.0006182797542162305,0.004800039461511473,0.0,1,1000.0,1000.0,1000.0,2.200608968734741,0.065582275390625,2.266191244125366,4.0,25.0,25.0,60.0,0.5,0.35,1.0,0.1
BO_incline20,1,9,-50.0,1000.0,0.0005430698289034576,0.004752746456508331,0.0,1,1000.0,1000.0,1000.0,0.9897630214691162,0.059989213943481445,1.0497522354125977,12.0,10.0,10.0,60.0,0.5,0.35,0.5,0.1
BO_incline20,1,10,-50.0,1000.0,0.000659007844442405,0.004800378046887212,0.0,1,1000.0,1000.0,1000.0,1.0968351364135742,0.057501792907714844,1.154336929321289,4.0,25.0,10.0,25.0,0.5,0.1,0.5,0.1
