optimizer,seed,trial,J,CoT,forwarddistance,lateraldrift,meanvx,fell,stabilityindex,rmsrolldeg,rmspitchdeg,opttimesec,simtimesec,totaltimesec,couplinggain,wswing,wstance,FFAST,STOPGAIN,hipamplitude,kneeamplitude,b
BO,0,1,0.9700563313739943,1.9826643251159877,5.920760778326207,1.0021208460275124,1.2662096524281712,0,23.736223077509795,15.838391684499587,17.679186486761285,0.0,0.18703722953796387,0.18703722953796387,9.095693498571634,14.046800706458054,10.61460285904292,25.57846724349852,0.4159716076401226,0.32818889431943044,0.8033178878835899,7.322015953741584
BO,0,2,0.1688976649123582,1.8640309294139408,4.592080802517849,0.5534882047579273,0.8855045024055412,0,8.063807044751178,3.2714376920901835,7.370392084668927,0.0,0.1800079345703125,0.1800079345703125,8.348999931723384,24.026086356816524,22.237803311822983,25.095847505955184,0.4358319244644062,0.1083963938263661,0.864827723214972,1.8389906439653343
BO,0,3,0.11598296818687803,2.1974871518937187,3.6287166189174815,0.6979195317614054,0.7990763585415607,0,12.638700412633268,6.616317135355069,10.768523375314892,0.0,0.18800663948059082,0.18800663948059082,10.905431378799094,18.121918303736376,14.495678358060772,39.794052741918044,0.06274385201545833,0.131070819124891,0.8353122073468151,6.507176164585076
BO,0,4,-0.12169337048723892,1.8280267221964175,6.067590950747139,0.6831419506113167,1.4430678731686803,0,6.784985486153376,3.083998597187139,6.043590050612279,0.0,0.1970067024230957,0.1970067024230957,8.92308089185003,15.755163313928252,24.958149036838165,59.329236857168056,0.3584938930163126,0.26261481906695405,0.84422336528547,3.9503220973931277
BO,0,5,-0.562015715140792,1.6984898417940637,4.684938659263851,0.5333476989643079,1.7183596760068494,1,27.42139528775995,13.750959878930257,23.724333961897308,0.0,0.136002779006958,0.136002779006958,5.08077204017929,20.822325102911226,17.880314837135888,35.85846564456345,0.2686259114743051,0.32237195858725004,0.9670217579781248,3.6421724474197954
BO,0,6,-1.0051054141469695,4.816352847177485,1.9004324438177143,0.9992201993245495,0.37612198547089626,1,48.32921575605683,14.754670328727086,46.02187305060576,0.8744156360626221,0.10203289985656738,0.9764485359191895,10.469016002905832,11.722771210099182,10.0,25.0,0.468428921319057,0.33132086134913274,0.7463043298323826,8.66202687541172
BO,0,7,-0.6610841571368934,2.7553484469306317,2.623585240495093,0.07727846751029287,0.7712239779350878,1,38.47487796430028,21.338703656801385,32.01524575284424,0.20997333526611328,0.11403799057006836,0.32401132583618164,7.9534223533951565,16.03895573496482,10.560731980854966,25.15603157974235,0.36976997036510956,0.32368181666781354,0.8516563182664745,6.157174086489436
BO,0,8,-0.1188588596405023,2.090274441923429,3.974369856194514,1.3150434240807698,0.7386065865775362,0,5.109976626089562,2.9377784104342783,4.181066745505016,0.2220003604888916,0.17803716659545898,0.4000375270843506,9.935692919354917,21.538831326674497,19.38602153891886,31.18381960888861,0.28572244471590413,0.1,0.8376142714860255,3.836164667799956
BO,0,9,-0.4887172914647294,1.9261061758164766,4.722690314740186,1.7775283809583735,1.2361944277769752,1,27.1236584149067,7.854737521658524,25.961431861020085,0.2619791030883789,0.16203570365905762,0.4240148067474365,9.059391445997477,14.154024777972904,15.829030170474812,34.0856646306971,0.4159102425554225,0.32874527955030414,0.8035938755649271,7.419348047440233
BO,0,10,-0.12447653460848193,2.2182579267269977,3.3960677813251587,1.544971993408897,0.7624881936665734,0,5.33652860091345,1.9602329067540085,4.963468994528523,0.43401074409484863,0.18749189376831055,0.6215026378631592,10.479235083641974,25.0,25.0,25.346705793672974,0.47535295556334284,0.1,0.812623201292316,0.4761332903831428
BO,0,11,0.8214164422668344,1.9100301424118467,3.554732611485605,0.1578069124130271,0.8130049490136342,0,5.623044391964179,2.1851710881763253,5.181086329081778,0.4371955394744873,0.1800060272216797,0.617201566696167,6.938555564751972,25.0,22.55062574581728,25.0,0.5,0.1,0.8523584827310693,4.538307516557237
BO,0,12,0.7591634441761377,1.862911884298984,3.5554915948388683,0.19551147960016202,0.8063800956788478,0,4.3074833316052175,1.7887067850388398,3.91853808061282,0.6669936180114746,0.18900680541992188,0.8560004234313965,6.027169180057973,25.0,23.136435761754168,25.0,0.5,0.1,0.853870630649462,5.274118968235761
BO,0,13,0.3956567719350013,2.019126639160421,3.515172398458718,0.3095567772916747,0.7896416090222047,0,4.8306469965610725,2.2804266073053086,4.258497962201991,0.48303771018981934,0.18499112129211426,0.6680288314819336,7.126228667549732,25.0,21.977321236976636,25.0,0.5,0.1,0.9124408072034229,6.432982620674567
BO,0,14,0.4274876545245595,1.5980013012627612,3.703837082193464,0.21002338635999024,0.836814078729167,0,4.219288403835946,1.5945585430642204,3.9063765419484833,0.44219303131103516,0.18100929260253906,0.6232023239135742,6.021926206168927,25.0,21.641783111347387,25.0,0.5,0.1,0.7554713662706839,4.649430291293043
BO,0,15,0.6093701847447553,1.9442148966660293,3.6555738353954914,0.21858344377146174,0.8369481278106218,0,5.3401798775924085,1.8321899708665155,5.016034393392756,0.6940252780914307,0.1799769401550293,0.87400221824646,5.832608425428138,25.0,25.0,25.0,0.5,0.1,0.9066619020393163,3.6662543265726653
