seed,keep_CoT,keep_J,keep_J_track,keep_dist,keep_fell,keep_mean_vx,keep_rms_pitch,keep_rms_roll,keep_t_fall,prefix_gap,reason,switch_CoT,switch_J,switch_J_track,switch_dist,switch_fast_CoT,switch_fast_J,switch_fast_J_track,switch_fast_dist,switch_fast_fell,switch_fast_mean_vx,switch_fast_rms_pitch,switch_fast_rms_roll,switch_fast_t_fall,switch_fell,switch_mean_vx,switch_rms_pitch,switch_rms_roll,switch_t_fall,valid,y10
54,1.7760966277822872,6.774203192478393,7.662251506369537,4.480783813662005,False,0.4480783813662008,1.5784455507779065,10.42902786163357,nan,0.0,,2.45903963664827,-50.0,5.189356749579129,3.257931386788413,2.4613262971671572,4.211909171309131,5.442572319892709,6.584767400831404,False,0.6584767400831394,1.2257201427949445,10.60028138644376,nan,True,0.37404493533736394,12.720196343273313,12.502250670861107,18.7,1,5.052116203093366
55,1.7407715769086616,7.058337295282013,7.928723083736344,4.519416135890761,False,0.4519416135890752,2.177597578245124,10.214361853621941,nan,0.0,,1.9975386320286126,7.182318296052965,8.181087612067271,4.8548481452086545,2.6382963918138667,4.701576976058508,6.0207251719654415,6.092802005155832,False,0.6092802005155827,3.220187737426937,10.726738299666282,nan,False,0.4854848145208672,1.2903228538816494,10.226146474090154,nan,1,5.167033379850937
56,1.761153182873089,6.866577614245962,7.747154205682507,4.476129467110956,False,0.44761294671109775,2.195799467608621,10.317810483530558,nan,0.0,,2.017847911634757,6.933374707793547,7.942298663610925,4.817352229284465,2.932590275138418,4.467755488082471,5.93405062565168,5.630869918643079,False,0.5630869918643078,5.922728216624681,10.87470466603373,nan,False,0.48173522292844584,1.9599701251807018,10.331833436028466,nan,1,5.117909223838024
57,1.7181732738699795,6.977054694049916,7.836141330984906,4.529087286457333,False,0.45290872864573484,2.0984238796870422,10.286141872440789,nan,0.0,,2.08765147397893,6.598549911451233,7.642375648440698,4.66393482899467,2.5168623892412145,4.661627050979985,5.920058245600592,6.39641007989629,False,0.6396410079896306,1.7650380391328484,10.626611662169394,nan,False,0.4663934828994681,2.558628834557922,10.311324302478607,nan,1,5.138361525931045
58,1.7004979396751556,7.112077438502291,7.962326408339869,4.559799055092496,False,0.4559799055092492,1.4199135677617345,10.234288769992624,nan,0.0,,2.0750789129785225,6.710814385712317,7.7483538422015785,4.729004214317277,2.509503682065782,4.524444068513636,5.779195909546527,6.375922235305964,False,0.6375922235305975,1.93817432465162,10.683915192521953,nan,False,0.47290042143172584,1.330439410042608,10.353964100289371,nan,1,5.1177588544574855
59,1.690814985848077,7.216367244877376,8.061774737801414,4.563804396068153,False,0.4563804396068126,1.881497221572637,10.19222834343439,nan,0.0,,2.0547818854545707,6.8892815878346445,7.91667253056193,4.804339283038838,2.6817162941446444,4.663622024162141,6.004480171234463,6.138909346054747,False,0.6138909346054748,3.1456751423654326,10.781182046058557,nan,False,0.48043392830388254,1.5031982861126403,10.299987901337534,nan,1,5.1198836903029346
60,1.690227231893702,7.194417354643833,8.039530970590684,4.563017713143634,False,0.45630177131436334,0.9751376089161938,10.336220095515234,nan,0.0,,2.1110762109045043,6.40793947354881,7.463477579001062,4.619526776689564,2.5791830569409333,4.69874479309108,5.988336321561547,6.3227837570776435,False,0.632278375707765,3.1546916134185863,10.458429350845687,nan,False,0.46195267766895803,3.4871196418307817,10.307396439843203,nan,1,5.154120978732489
61,3.1955370414796613,-50.0,2.3637650236514998,1.4280170387695028,True,0.25776480844214855,16.10201120391368,11.371497249501243,15.530000000000001,0.0,,2.053093103969958,6.827477356284569,7.854023908269548,4.739961478241339,3.212569451551331,4.3552109248804065,5.9614956506560715,5.083730843531862,False,0.5083730843531893,7.1496479092448375,10.371226470204189,nan,False,0.47399614782413196,2.6063437610580067,10.262699393342158,nan,1,5.113493318921037
62,1.731570538249013,7.015303011319948,7.881088280444454,4.536692416172065,False,0.4536692416172055,1.4962637697727426,10.396782652361777,nan,0.0,,2.0206477426062945,6.939711422297609,7.950035293600757,4.8124837104087925,2.50508003294661,4.469952536551001,5.722492553024306,6.430841465581373,False,0.6430841465581368,1.5499451774722175,10.732933141113666,nan,False,0.4812483710408789,1.4562403268703705,10.39600995047553,nan,1,5.047016209626935
63,1.753235004099736,6.903989148310729,7.780606650360597,4.469643034110395,False,0.44696430341103893,2.672660074353043,10.293194794739467,nan,0.0,,2.073063265303715,6.715230817154762,7.751762449806619,4.7608032255200206,2.807045038521947,4.883151961624123,6.286674480885097,5.8113395982147,False,0.5811339598214715,4.151963938040236,10.918223855960424,nan,False,0.4760803225520014,1.966781562145434,10.398734846205295,nan,1,5.096523527763565
64,1.709356141364314,7.063365875301393,7.91804394598355,4.537369710458811,False,0.4537369710458793,1.407249753759861,10.295172661493973,nan,0.0,,2.0386474971532627,6.984342644165043,8.003666392741675,4.860293803383221,2.5811889643699555,4.603258595804419,5.893853077989397,6.334472063634103,False,0.6334472063634102,2.1261107637249337,10.655481361303284,nan,False,0.4860293803383242,1.4105669829772445,10.345215485156668,nan,1,5.127231956171948
65,2.7128275773472157,-50.0,2.4255292920563973,1.5792464465309806,True,0.2985342999113379,15.456906101829706,11.417404106047467,15.280000000000001,0.0,,2.0442445452741613,6.876186806211846,7.898309078848927,4.811685858870576,2.823576006446877,4.5464744832283195,5.9582624864517575,5.876748297709232,False,0.5876748297709228,4.888668754109702,10.78775288515705,nan,False,0.48116858588705785,2.3096344300685216,10.30024302708515,nan,1,5.116180886335659
66,1.7792625475813935,6.795485643263474,7.68511691705417,4.451231532060488,False,0.44512315320604984,2.721532566469984,10.332030221642135,nan,0.0,,2.0439356120541547,6.9420644303095616,7.964032236336639,4.7779915774931645,2.5823593377070737,4.110767917866952,5.401947586720489,6.402437684808252,False,0.6402437684808249,1.773566843060026,10.834102799481869,nan,False,0.4777991577493158,1.5606602110537229,10.384800149307749,nan,1,5.121128336333556
67,1.678629002858219,7.229987928510841,8.06930242993995,4.589418953091064,False,0.4589418953091068,0.7799687603842115,10.079538963381594,nan,0.0,,2.0226472598477634,6.965052920780726,7.976376550704608,4.795481599128385,2.6330992995009783,4.421100330534448,5.737649980284937,6.170638862221892,False,0.6170638862221869,2.363290681345377,10.856279346085898,nan,False,0.47954815991284006,2.0217295980185384,10.058550689281011,nan,1,5.140817796379869
68,1.7436543929405917,7.046944131953491,7.918771328423786,4.481295182647271,False,0.44812951826472774,2.4190858669894846,10.175870339973072,nan,0.0,,2.102357662579143,6.487163915431142,7.538342746720714,4.641964424228064,2.547049321669937,4.504959627248619,5.778484288083587,6.3581258063329695,False,0.6358125806332978,2.597540435993526,10.589700628779555,nan,False,0.464196442422808,2.529311982500126,10.34125096877658,nan,1,5.14815161470879
69,1.6937007260084869,7.202100879549926,8.04895124255417,4.573012982592282,False,0.45730129825922905,1.0836857391051422,10.352158051007525,nan,0.0,,2.0218927587318105,7.054989181145619,8.065935560511525,4.867917540181596,2.4681868698928637,4.511489852324367,5.745583287270799,6.479818637099093,False,0.6479818637099098,1.3019106122245976,10.640811322820579,nan,False,0.48679175401815905,1.0094873260183685,10.396302711036109,nan,1,5.100525336221529
70,1.7166719142324094,7.016291309783953,7.874627266900157,4.492973179944205,False,0.44929731799442296,2.1045210389087288,10.289068526152477,nan,0.0,,2.0461239447865376,6.860463683499457,7.8835256558927265,4.8238888473054145,2.7026194790336673,4.551466651249843,5.902776390766676,6.151591133258312,False,0.6151591133258323,2.2149930908961797,10.95680629425043,nan,False,0.4823888847305419,1.5239980187293067,10.32251721301425,nan,1,5.121240573076607
71,1.7694000780377044,6.903969111107152,7.788669150126005,4.51191693880474,False,0.4511916938804732,2.428711170377239,10.015297772672959,nan,0.0,,2.9708358479768733,-50.0,2.2111913014310454,1.3193260885305351,2.7537886978627193,4.587370821430056,5.964265170361416,5.943943937496803,False,0.5943943937496812,3.938403795853529,11.017290632901625,nan,True,0.3126365138697957,16.48605638182273,13.446232048333,14.21,1,5.1280936757350455
72,1.6950904063776997,7.061407907698332,7.908953110887182,4.589852975928844,False,0.45898529759288514,1.3018785815994758,10.433252233092004,nan,0.0,,2.016915074136306,6.982664141465467,7.991121678533619,4.8313804211092,2.63635760874683,4.697669605753401,6.015848410126816,6.126289807455112,False,0.6126289807455104,3.122732735149332,10.973036453089096,nan,False,0.4831380421109202,1.3564698549763747,10.450972374029396,nan,1,5.071799261202579
73,1.913349648858481,6.183324113272601,7.139998937701842,4.26199097795141,False,0.4261990977951407,3.519276812937153,10.249944039080708,nan,0.0,,2.0456995602965824,6.880744528045538,7.903594308193829,4.816930310505759,2.5209254078992758,4.460957000708413,5.721419704658051,6.464443375030356,False,0.6464443375030366,1.8568530538844075,10.647636199720147,nan,False,0.48169303105057665,1.2378268018399863,10.311264920277864,nan,1,5.085977182840012
74,1.9248243004665102,6.041001147419035,7.00341329765229,4.184477050955352,False,0.41844770509553575,3.4104378149156873,10.538877019143909,nan,0.0,,2.0018849798593905,7.0744180585842855,8.07536054851398,4.839082335425453,3.802317522727893,-50.0,4.2531701417630146,3.3700643453098165,True,0.43484701229804174,14.539777898348708,11.8774480348344,17.740000000000002,False,0.48390823354254325,1.599196704859862,10.353218101797163,nan,1,5.081944302385155
75,1.7555537870375344,6.771258825106224,7.649035718624991,4.497579755254578,False,0.44975797552545577,2.291033038045648,10.519510347207465,nan,0.0,,2.0426217114501797,6.736221617460183,7.757532473185273,4.804310359212365,3.577162236759238,-50.0,5.275096047767609,4.496990538065622,True,0.4579420099863164,12.778984630266645,11.437181103067905,19.81,False,0.4804310359212359,1.4661590035315493,10.441039115559345,nan,1,5.106422893880462
76,1.696091085880766,7.218021849872143,8.066067392812526,4.558052709980901,False,0.45580527099809093,2.0442497674480204,10.28153688872157,nan,0.0,,2.067487212109927,6.9283944696147906,7.962138075669754,4.765330515658398,4.571833287500032,-50.0,3.808389262609741,2.4220048399898353,True,0.35828473964346613,16.11647614157498,11.624432805931155,16.75,False,0.47653305156584086,2.387300017269078,10.31823740169195,nan,1,5.0482792993625525
77,1.6813045998875236,7.333688442497121,8.174340742440883,4.594495306682177,False,0.4594495306682208,1.8047370428327596,10.265706471919723,nan,0.0,,2.0741854531823756,6.747676982619222,7.784769709210409,4.686511379776329,2.5965440534975475,4.653504383256149,5.951776410004923,6.2707381469581005,False,0.6270738146958095,3.164013040257877,10.717511295806128,nan,False,0.4686511379776332,2.8059021975147784,10.311683596169818,nan,1,5.115351686913679
78,3.2716974646566226,-50.0,2.869574710693779,1.6845597670705663,True,0.24238270029792308,15.713854064323707,10.36340526670231,16.94,0.0,,1.9929339639407129,7.173823891448637,8.170290873418994,4.828067668340666,3.7965850767862994,-50.0,5.059367827816108,4.155018886530436,True,0.4346254065408412,14.075692254887935,10.864657958840512,19.55,False,0.48280676683406526,1.84824391779359,10.306338862216718,nan,1,5.056654380184483
79,1.6831355503163863,7.127130810409755,7.968698585567948,4.592130309042639,False,0.4592130309042656,1.805328280771213,10.316882033638391,nan,0.0,,2.473627869703794,-50.0,4.98951164104096,3.025788424608881,2.6408060279975945,4.369967993983285,5.690371007982082,6.2077831013320575,False,0.6207783101332066,2.561533811871342,10.881376656774227,nan,True,0.3754079931276511,12.479282731208833,11.861399378114925,18.05,1,5.120529285738375
80,1.6991801009268614,7.141070658156429,7.99066070861986,4.5463744869625256,False,0.4546374486962508,2.3003580342533527,10.220748396478651,nan,0.0,,2.1094917207310875,6.598692914202145,7.653438774567689,4.705378443227497,2.562830490085992,4.475007541256584,5.75642278629958,6.3683294638247006,False,0.6368329463824713,1.9214519823683702,10.857960408492891,nan,False,0.47053784432275175,2.583088470448002,10.34662169119522,nan,1,5.1256662463663485
81,1.6869165500806793,7.253845099298032,8.097303374338372,4.55971401495466,False,0.45597140149546417,2.0140500508345496,10.196094643858855,nan,0.0,,2.038698873903462,6.835794832956004,7.8551442699077345,4.725874461466286,2.6897516232692853,4.618799014330568,5.96367482596521,6.144697488915212,False,0.6144697488915202,3.060816062849769,10.882799496580786,nan,False,0.4725874461466286,2.7954621076967174,10.295267269065436,nan,1,5.08001930912558
82,2.651133456060854,-50.0,4.855247577223433,2.931260499045151,True,0.31518930097259734,12.728500063428948,10.591245846372324,19.29,0.0,,2.092815523641933,6.730380669070554,7.7767884308915205,4.719738681089463,2.5412724151628425,4.435693988209199,5.70633019579062,6.3745848090422195,False,0.6374584809042214,1.701639449517947,10.72620961661228,nan,False,0.4719738681089465,1.7356599099302612,10.354307235515858,nan,1,5.139526737972247
83,1.7089527895487882,7.082069976285119,7.936546371059513,4.560678718304661,False,0.4560678718304657,1.642637577099461,10.279915730120104,nan,0.0,,2.6730719132333474,-50.0,4.10350587675606,2.6025953398909145,2.5601657483381626,4.4758405524757,5.755923426644781,6.4262270718642505,False,0.6426227071864258,2.6594939851127957,10.543052680075343,nan,True,0.34380387581121724,13.336545031978948,11.804688541793892,17.56,1,5.1576872598550825
84,1.6735466473871952,7.251282943019159,8.088056266712757,4.58776890691406,False,0.4587768906914054,1.1475496468681765,10.24220017174975,nan,0.0,,2.8230487433602534,-50.0,3.7622331789385544,2.395068494100185,2.7485855023618266,4.737917906555527,6.112210657736441,5.920017703860101,False,0.5920017703860103,4.4814008155991125,10.56923605611359,nan,True,0.3258596590612494,13.573646280894756,12.485911730410008,17.34,1,5.1310121281146905
85,2.9005430662986087,-50.0,3.7902653445116177,2.368694522532752,True,0.2806510097787624,13.988893502771383,10.437035491674962,18.43,0.0,,2.112773871104697,6.722092119937173,7.778479055489521,4.74454752630378,2.903968416077595,4.406870431704627,5.8588546397434245,5.561504034865498,False,0.5561504034865493,6.2918931921745065,11.072105005971054,nan,False,0.47445475263037973,2.1596208383270343,10.389675119250935,nan,1,5.118836850715236
86,1.8143380728004734,6.6160423936852055,7.523211430085442,4.428333325960951,False,0.44283333259609553,2.8123371686796204,10.294730433993042,nan,0.0,,2.1181680942088805,6.736112977683582,7.795197024788022,4.773092785816209,3.414251579218277,3.4522838270678955,5.159409616677034,4.808713578512842,False,0.48087135785128515,12.023857895952567,11.032419824984219,nan,False,0.4773092785816228,1.370641815904985,10.382078216755914,nan,1,5.13741941494217
87,1.8112675583967799,6.6573410135910445,7.562974792789435,4.413925284143654,False,0.4413925284143653,3.2847597260095256,10.150408776876233,nan,0.0,,2.012283940240364,7.124627797562119,8.1307697676823,4.854171501716826,2.6359879780327136,4.323185049726508,5.641179038742864,6.300787560314574,False,0.6300787560314565,2.516945499126772,10.811802683347915,nan,False,0.4854171501716827,1.296198834117152,10.276992793910306,nan,1,5.13820695883117
88,2.7877180030293793,-50.0,3.0670773370958564,1.8562047518605445,True,0.2851312982888706,15.298080762414827,10.472742734264163,16.5,0.0,,2.0589789014163293,7.041825511610129,8.071314962318294,4.7378477669828865,2.684101484157583,4.915605608551961,6.257656350630753,6.107102703084205,False,0.6107102703084207,3.5045703525510072,10.46095087978645,nan,False,0.473784776698288,2.3194272405607737,9.960373698136792,nan,1,5.147205810839222
89,1.7248506411488662,6.918234868614481,7.7806601891889136,4.5259040732390385,False,0.45259040732390343,1.6861440769368736,10.348990759527007,nan,0.0,,2.0997172459017386,6.622512050327457,7.672370673278326,4.693193419910491,3.133310390449901,3.7962236159209626,5.362878811145913,5.064274207711074,False,0.5064274207711063,10.80847185495611,11.173396353752949,nan,False,0.4693193419910486,2.5758734297421273,10.265356515585816,nan,1,5.075781872887506
90,2.8614375319755654,-50.0,2.6196648097088335,1.6652059469723008,True,0.2871044736159146,15.59395109194435,11.33479208155826,15.790000000000001,0.0,,3.102696109618614,-50.0,2.2326240329368625,1.4045071171896941,2.4925064703202495,4.535057961635356,5.781311196795481,6.417167023598011,False,0.6417167023598022,1.8255566059213089,10.653344714759893,nan,True,0.2866341055489167,16.48962707458969,13.040738095294548,14.89,1,5.157462609880394
91,2.9215704926008708,-50.0,2.768513870268577,1.6932791963279055,True,0.2735507586959437,15.408063086721484,11.086710943432667,16.18,0.0,,2.1435684318942436,5.974921559819692,7.046705775766814,4.490966696061722,2.5616801479287905,4.544172534989685,5.82501260895408,6.401659334852049,False,0.6401659334852052,1.502203013663662,10.674908400708372,nan,False,0.44909666960617234,3.717260006730234,10.446387663627187,nan,1,5.137843930129086
92,2.997536662393524,-50.0,3.133592512715499,1.8648079744655632,True,0.27026202528486487,15.21906806831395,10.928821165233087,16.89,0.0,,2.023101192397781,6.967404423393839,7.978955019592729,4.833201016126973,2.769352068801133,4.511719669097946,5.896395703498513,6.005217066107403,False,0.6005217066107396,3.5745712403071983,10.99960531916532,nan,False,0.4833201016126965,1.8362608129856792,10.296310162674168,nan,1,5.120004793774647
93,1.6824924270167416,7.261318194720176,8.102564408228547,4.589083177915758,False,0.4589083177915761,1.5555335699130437,10.23851407607842,nan,0.0,,2.021194083545616,6.96495915848881,7.975556200261618,4.827128503843556,2.515128663181138,4.272639976687688,5.530204308278257,6.489202830256608,False,0.6489202830256589,2.067076357246256,10.707425472562784,nan,False,0.48271285038435385,1.6258552080826545,10.31342773977739,nan,1,5.136442551016987
94,1.6369163114369394,7.4166268963684905,8.23508505208696,4.6171302720250225,False,0.4617130272025014,1.2023672618803665,10.240391399107299,nan,0.0,,2.0020861684035567,7.039908274302287,8.040951358504065,4.879562700103682,2.524354034631577,4.292297622290172,5.55447463960596,6.4958922603441,False,0.6495892260344104,1.845112806956721,10.643353957838793,nan,False,0.48795627001037,1.4740067947369873,10.3183598939554,nan,1,5.11519645237969
95,1.7441611952155798,6.938440213136305,7.810520810744094,4.4989795778446195,False,0.4498979577844618,2.468138564059791,10.302330870798896,nan,0.0,,2.2616256242599646,5.086055566266665,6.216868378396647,4.169243367607247,2.5077352343747026,4.498403737297503,5.752271354484854,6.34767778617275,False,0.6347677786172772,2.0618681475488394,10.836160828555391,nan,False,0.41692433676072516,6.893132481186145,11.021860738559049,nan,1,5.118571267093705
96,1.7098222836552064,7.080498609415945,7.935409751243548,4.539338377186337,False,0.45393383771863344,2.044192561141465,10.266148278563609,nan,0.0,,2.0719873419487422,6.872328341898147,7.908322012872517,4.7467885815603035,6.540629122572725,-50.0,1.817057074975337,0.9696823250541851,True,0.23708614304503428,20.61064387050169,10.8467629187165,14.08,False,0.47467885815603167,2.2483078161063808,10.322624023136623,nan,1,5.120133193089842
97,1.8689268947667372,6.394667682751971,7.329131130135339,4.325532367773148,False,0.43255323677731483,2.2759762431484707,10.529371406480537,nan,0.0,,1.9949455677250445,7.164423425040266,8.161896208902789,4.8415171304566424,2.673424489025444,4.42660073793002,5.763312982442742,6.238144388783267,False,0.6238144388783243,3.029531242807933,10.863169757186151,nan,False,0.48415171304566446,1.986101123242493,10.22016582916617,nan,1,5.09386504845519
98,1.88537340888767,6.216112755397801,7.158799459841636,4.305272501859312,False,0.4305272501859313,4.155157629520026,10.199165538704982,nan,0.0,,2.048133658604053,6.996780335640778,8.020847164942804,4.788088722311262,2.4797151258759085,4.246930329328913,5.486787892266868,6.550743613765112,False,0.6550743613765102,1.7559067337890089,10.741750510830782,nan,False,0.4788088722311281,1.6432538488403718,10.403188141479372,nan,1,5.043131710722035
99,3.1408940901255966,-50.0,2.9659596819802916,1.7917708324487887,True,0.26081089264174445,15.461785922777318,10.947391186421372,16.86,0.0,,2.0596662113798323,6.844168968710125,7.874002074400042,4.769873581976773,2.9511625709819507,4.654634883573806,6.130216169064781,5.447110303308078,False,0.5447110303308068,6.507710795759537,10.563146066750207,nan,False,0.47698735819767707,2.473526548938649,10.289660335999333,nan,1,5.118884319310915
